fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;country;province;region_1;region_2;variety;winery
11.3;0.37;0.5;1.8;0.09;20;47;0.99734;3.15;0.57;10.5;5;New Zealand;Marlborough;;;Pinot Noir;Dashwood
7.1;0.16;0.44;2.5;0.068;17;31;0.99328;3.35;0.54;12.4;6;Italy;Southern Italy;Greco di Tufo;;Greco;Feudi di San Gregorio
8;0.6;0.08;2.6;0.056;3;7;0.99286;3.22;0.37;13;5;US;California;Sonoma County;Sonoma;Cabernet Sauvignon;Ghost Waltz
7;0.6;0.3;4.5;0.068;20;110;0.99914;3.3;1.17;10.2;5;Italy;Northeastern Italy;Alto Adige;;Red Blend;Griesbauerhof
7;0.6;0.3;4.5;0.068;20;110;0.99914;3.3;1.17;10.2;5;Germany;Rheinhessen;;;Riesling;Gustav Adolf Schmitt
7.6;0.74;0;1.9;0.1;6;12;0.99521;3.36;0.59;11;5;Italy;Northeastern Italy;Alto Adige;;Pinot Nero;Cantina Produttori San Michele Appiano
8.2;0.635;0.1;2.1;0.073;25;60;0.99638;3.29;0.75;10.9;6;Italy;Northeastern Italy;Alto Adige;;Pinot Nero;Cantina Terlano
5.9;0.395;0.13;2.4;0.056;14;28;0.99362;3.62;0.67;12.4;6;Italy;Northeastern Italy;Trentino;;Sauvignon;Cembra
7.5;0.755;0;1.9;0.084;6;12;0.99672;3.34;0.49;9.7;4;US;California;Stags Leap District;Napa;Cabernet Sauvignon;Cliff Lede
8.2;0.635;0.1;2.1;0.073;25;60;0.99638;3.29;0.75;10.9;6;Spain;Catalonia;Priorat;;Red Blend;Clos Figueras
6.6;0.63;0;4.3;0.093;51;77.5;0.99558;3.2;0.45;9.5;5;US;California;Santa Barbara County;Central Coast;Chardonnay;Consilience
6.6;0.63;0;4.3;0.093;51;77.5;0.99558;3.2;0.45;9.5;5;France;Loire Valley;Muscadet Sèvre et Maine;;Melon;Domaines Landron
7.2;0.53;0.14;2.1;0.064;15;29;0.99323;3.35;0.61;12.1;6;Italy;Northwestern Italy;Valle d'Aosta;;Prié Blanc;Cave du Vin Blanc de Morgex et de la Salle
5.7;0.6;0;1.4;0.063;11;18;0.99191;3.45;0.56;12.2;6;US;California;Fair Play;Sierra Foothills;Syrah;Cedar Creek
7.6;1.58;0;2.1;0.137;5;9;0.99476;3.5;0.4;10.9;3;Italy;Northeastern Italy;Alto Adige;;Pinot Nero;Colterenzio
5.2;0.645;0;2.15;0.08;15;28;0.99444;3.78;0.61;12.5;6;US;California;Santa Barbara County;Central Coast;Chardonnay;Demetria
6.7;0.86;0.07;2;0.1;20;57;0.99598;3.6;0.74;11.7;6;France;Loire Valley;Menetou-Salon;;Sauvignon Blanc;Domaine de l'Ermitage
9.1;0.37;0.32;2.1;0.064;4;15;0.99576;3.3;0.8;11.2;6;France;Loire Valley;Sancerre;;Sauvignon Blanc;Domaine de Rome
8;0.28;0.44;1.8;0.081;28;68;0.99501;3.36;0.66;11.2;5;Germany;Rheingau;;;Riesling;Domdechant Werner
7.6;0.79;0.21;2.3;0.087;21;68;0.9955;3.12;0.44;9.2;5;Germany;Mosel;;;Riesling;Dr. Fischer
7.5;0.61;0.26;1.9;0.073;24;88;0.99612;3.3;0.53;9.8;5;Spain;Andalucia;Jerez;;Sherry;Osborne
9.7;0.69;0.32;2.5;0.088;22;91;0.9979;3.29;0.62;10.1;5;Spain;Catalonia;Penedès;;Cabernet Sauvignon;Pinord
6.8;0.68;0.09;3.9;0.068;15;29;0.99524;3.41;0.52;11.1;4;US;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Purple Hands
9.7;0.69;0.32;2.5;0.088;22;91;0.9979;3.29;0.62;10.1;5;Portugal;Vinho Verde;;;Portuguese White;Quintas de Melgaço
7;0.62;0.1;1.4;0.071;27;63;0.996;3.28;0.61;9.2;5;US;California;Sonoma Valley;Sonoma;Zinfandel;Rosenblum
7.5;0.61;0.26;1.9;0.073;24;88;0.99612;3.3;0.53;9.8;5;US;California;Paso Robles;Central Coast;Bordeaux-style Red Blend;Still Waters
6.5;0.51;0.15;3;0.064;12;27;0.9929;3.33;0.59;12.8;6;US;California;Alexander Valley;Sonoma;Chardonnay;Summers
8;1.18;0.21;1.9;0.083;14;41;0.99532;3.34;0.47;10.5;5;Italy;Northeastern Italy;Alto Adige;;Pinot Nero;Tenuta Peter Sölva & Söhne
7;0.36;0.21;2.3;0.086;20;65;0.99558;3.4;0.54;10.1;6;US;California;Napa Valley;Napa;Cabernet Sauvignon;Terra Valentine
7;0.36;0.21;2.4;0.086;24;69;0.99556;3.4;0.53;10.1;6;Italy;Northeastern Italy;Alto Adige;;Pinot Nero;Tiefenbrunner
7.5;0.63;0.27;2;0.083;17;91;0.99616;3.26;0.58;9.8;6;Italy;Northeastern Italy;Alto Adige;;Pinot Nero;Tramin
5.4;0.74;0;1.2;0.041;16;46;0.99258;4.01;0.59;12.5;6;Italy;Southern Italy;Greco di Tufo;;Greco;Vesevo
9.9;0.44;0.46;2.2;0.091;10;41;0.99638;3.18;0.69;11.9;6;US;California;Russian River Valley;Sonoma;Petite Sirah;Viszlay Vineyards
7.5;0.63;0.27;2;0.083;17;91;0.99616;3.26;0.58;9.8;6;US;California;Russian River Valley;Sonoma;Cabernet Sauvignon;Viszlay Vineyards
9.1;0.76;0.68;1.7;0.414;18;64;0.99652;2.9;1.33;9.1;6;New Zealand;Awatere Valley;;;Sauvignon Blanc;Yealands
9.7;0.66;0.34;2.6;0.094;12;88;0.99796;3.26;0.66;10.1;5;Austria;Wiener Gemischter Satz;;;White Blend;Zahel
5;0.74;0;1.2;0.041;16;46;0.99258;4.01;0.59;12.5;6;Spain;Catalonia;Penedès;;Sparkling Blend;Albet I Noya
9.1;0.34;0.42;1.8;0.058;9;18;0.99392;3.18;0.55;11.4;5;Austria;Kamptal;;;Grüner Veltliner;Allram
9.1;0.36;0.39;1.8;0.06;21;55;0.99495;3.18;0.82;11;7;Spain;Catalonia;Cava;;Sparkling Blend;Alta Alella
6.7;0.46;0.24;1.7;0.077;18;34;0.9948;3.39;0.6;10.6;6;US;California;Sta. Rita Hills;Central Coast;Syrah;Ampelos
6.7;0.46;0.24;1.7;0.077;18;34;0.9948;3.39;0.6;10.6;6;US;California;Paso Robles;Central Coast;Syrah;Ascencion
6.7;0.46;0.24;1.7;0.077;18;34;0.9948;3.39;0.6;10.6;6;Spain;Northern Spain;Rioja;;Viura;Baigorri
6.7;0.46;0.24;1.7;0.077;18;34;0.9948;3.39;0.6;10.6;6;New Zealand;Central Otago;;;Chardonnay;Carrick
6.5;0.52;0.11;1.8;0.073;13;38;0.9955;3.34;0.52;9.3;5;US;California;Sta. Rita Hills;Central Coast;Pinot Noir;Challen
7.4;0.6;0.26;2.1;0.083;17;91;0.99616;3.29;0.56;9.8;6;France;Southwest France;Fronton;;Red Blend;Château Coutinel
7.4;0.6;0.26;2.1;0.083;17;91;0.99616;3.29;0.56;9.8;6;France;Provence;Côtes de Provence Sainte-Victoire;;Provence red blend;Château Grand Boise
7.8;0.87;0.26;3.8;0.107;31;67;0.99668;3.26;0.46;9.2;5;France;Southwest France;Bergerac;;Bordeaux-style Red Blend;Château le Payral
8.4;0.39;0.1;1.7;0.075;6;25;0.99581;3.09;0.43;9.7;6;France;Southwest France;Madiran;;Tannat;Clos Fardet
9.1;0.775;0.22;2.2;0.079;12;48;0.9976;3.18;0.51;9.6;5;US;California;Russian River Valley;Sonoma;Syrah;Crux
7.2;0.835;0;2;0.166;4;11;0.99608;3.39;0.52;10;5;US;New York;Finger Lakes;Finger Lakes;Sauvignon Blanc;Damiani
6.6;0.58;0.02;2.4;0.069;19;40;0.99387;3.38;0.66;12.6;6;US;New York;Finger Lakes;Finger Lakes;Rosé;Damiani
6;0.5;0;1.4;0.057;15;26;0.99448;3.36;0.45;9.5;5;US;California;Russian River Valley;Sonoma;G-S-M;Davis Family
6;0.5;0;1.4;0.057;15;26;0.99448;3.36;0.45;9.5;5;Italy;Southern Italy;Greco di Tufo;;Greco;Di Meo
6;0.5;0;1.4;0.057;15;26;0.99448;3.36;0.45;9.5;5;France;Provence;Côtes de Provence;;Rosé;Domaine Clos Gautier
7.5;0.51;0.02;1.7;0.084;13;31;0.99538;3.36;0.54;10.5;6;France;Provence;Coteaux Varois en Provence;;Rosé;Domaine Harmonie des Arpents
7.5;0.51;0.02;1.7;0.084;13;31;0.99538;3.36;0.54;10.5;6;France;Provence;Côtes de Provence;;Rosé;Domaine Sainte-Marie
7.5;0.51;0.02;1.7;0.084;13;31;0.99538;3.36;0.54;10.5;6;Austria;Wachau;;;Grüner Veltliner;Domäne Wachau
7.6;0.54;0.02;1.7;0.085;17;31;0.99589;3.37;0.51;10.4;6;US;California;Sonoma Valley;Sonoma;Cabernet Sauvignon;Doren
7.5;0.51;0.02;1.7;0.084;13;31;0.99538;3.36;0.54;10.5;6;US;California;Paso Robles;Central Coast;Rhône-style Red Blend;Écluse
11.5;0.42;0.48;2.6;0.077;8;20;0.99852;3.09;0.53;11;5;Italy;Sicily & Sardinia;Sicilia;;Grillo;Feudo Montoni
8.2;0.44;0.24;2.3;0.063;10;28;0.99613;3.25;0.53;10.2;6;US;Oregon;Rogue Valley;Southern Oregon;Viognier;Grizzly Peak
6.1;0.59;0.01;2.1;0.056;5;13;0.99472;3.52;0.56;11.4;5;Argentina;Mendoza Province;Mendoza;;Bonarda;Tilia
7.2;0.655;0.03;1.8;0.078;7;12;0.99587;3.34;0.39;9.5;5;Italy;Southern Italy;Salento;;Rosato;Villa Mottura
7.2;0.655;0.03;1.8;0.078;7;12;0.99587;3.34;0.39;9.5;5;US;Washington;Washington;Washington Other;Riesling;14 Hands
6.9;0.57;0;2.8;0.081;21;41;0.99518;3.41;0.52;10.8;5;Italy;Sicily & Sardinia;Sicilia;;Zibibbo;Barraco
9;0.6;0.29;2;0.069;32;73;0.99654;3.34;0.57;10;5;Italy;Southern Italy;Sannio;;Falanghina;Capolino Perlingieri
7.2;0.62;0.01;2.3;0.065;8;46;0.99332;3.32;0.51;11.8;6;France;Bordeaux;Bordeaux Supérieur;;Bordeaux-style Red Blend;Château Bois Noir
7.6;0.645;0.03;1.9;0.086;14;57;0.9969;3.37;0.46;10.3;5;France;Bordeaux;Haut-Médoc;;Bordeaux-style Red Blend;Château du Moulin Rouge
7.6;0.645;0.03;1.9;0.086;14;57;0.9969;3.37;0.46;10.3;5;France;Bordeaux;Bordeaux Rosé;;Rosé;Chateau le Grand Verdus
7.2;0.58;0.03;2.3;0.077;7;28;0.99568;3.35;0.52;10;5;US;California;California;California Other;Red Blend;Dark Hundred
6.1;0.32;0.25;1.8;0.086;5;32;0.99464;3.36;0.44;10.1;5;US;Washington;Columbia Valley (WA);Columbia Valley;Red Blend;Flying Trout
6.1;0.34;0.25;1.8;0.084;4;28;0.99464;3.36;0.44;10.1;5;France;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Horeau-Beylot
7.3;0.43;0.24;2.5;0.078;27;67;0.99648;3.6;0.59;11.1;6;Spain;Northern Spain;Navarra;;Garnacha;Bodegas Artazu
7.4;0.64;0.17;5.4;0.168;52;98;0.99736;3.28;0.5;9.5;5;Spain;Northern Spain;Rioja;;Tempranillo Blend;Burgo Viejo
11.6;0.475;0.4;1.4;0.091;6;28;0.99704;3.07;0.65;10.0333333333333;6;US;California;Russian River Valley;Sonoma;Pinot Noir;Toad Hollow
9.2;0.54;0.31;2.3;0.112;11;38;0.99699;3.24;0.56;10.9;5;US;California;North Coast;North Coast;Petite Sirah;Penumbra
8.3;0.85;0.14;2.5;0.093;13;54;0.99724;3.36;0.54;10.1;5;Italy;Sicily & Sardinia;Sicilia;;Grillo;Stemmari
11.6;0.475;0.4;1.4;0.091;6;28;0.99704;3.07;0.65;10.0333333333333;6;US;California;Paso Robles;Central Coast;Rhône-style White Blend;Tablas Creek
8;0.83;0.27;2;0.08;11;63;0.99652;3.29;0.48;9.8;4;Italy;Southern Italy;Puglia;;Negroamaro;Torre Quarto
7.2;0.605;0.02;1.9;0.096;10;31;0.995;3.46;0.53;11.8;6;France;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château de Ferrand
7.8;0.5;0.09;2.2;0.115;10;42;0.9971;3.18;0.62;9.5;5;France;Provence;Côtes de Provence;;Rosé;Saint André de Figuière
7.3;0.74;0.08;1.7;0.094;10;45;0.99576;3.24;0.5;9.8;5;Chile;Maipo Valley;;;Cabernet Sauvignon;Santa Alicia
6.9;0.54;0.3;2.2;0.088;9;105;0.99725;3.25;1.18;10.5;6;France;Provence;Côtes de Provence;;Rosé;Château d'Esclans
8;0.77;0.32;2.1;0.079;16;74;0.99656;3.27;0.5;9.8;6;US;California;Sta. Rita Hills;Central Coast;Chardonnay;Gainey
6.6;0.61;0;1.6;0.069;4;8;0.99396;3.33;0.37;10.4;4;Italy;Northeastern Italy;Delle Venezie;;White Blend;Banear
8.7;0.78;0.51;1.7;0.415;12;66;0.99623;3;1.17;9.2;5;US;California;Mendocino County;;Rosé;Bonterra
7.5;0.58;0.56;3.1;0.153;5;14;0.99476;3.21;1.03;11.6;6;US;Pennsylvania;Pennsylvania;;Syrah;Chaddsford
8.7;0.78;0.51;1.7;0.415;12;66;0.99623;3;1.17;9.2;5;Italy;Northeastern Italy;Venezia Giulia;;Pinot Bianco;Di Lenardo
7.7;0.75;0.27;3.8;0.11;34;89;0.99664;3.24;0.45;9.3;5;US;California;El Dorado;Sierra Foothills;Zinfandel;Lava Cap
6.8;0.815;0;1.2;0.267;16;29;0.99471;3.32;0.51;9.8;3;US;California;Sierra Foothills;Sierra Foothills;Mourvèdre;Lavender Ridge
7.2;0.56;0.26;2;0.083;13;100;0.99586;3.26;0.52;9.9;5;France;Provence;Les Baux de Provence;;Rosé;Mas de la Dame
8.2;0.885;0.2;1.4;0.086;7;31;0.9946;3.11;0.46;10;5;US;California;Amador County;Sierra Foothills;Syrah;Montevina
5.2;0.49;0.26;2.3;0.09;23;74;0.9953;3.71;0.62;12.2;6;Portugal;Douro;;;Portuguese White;Quinta de Ventozelo
7.2;0.45;0.15;2;0.078;10;28;0.99609;3.29;0.51;9.9;6;US;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Substance
7.5;0.57;0.02;2.6;0.077;11;35;0.99557;3.36;0.62;10.8;6;France;Provence;Les Baux de Provence;;Syrah-Cabernet;Mas de la Dame
7.5;0.57;0.02;2.6;0.077;11;35;0.99557;3.36;0.62;10.8;6;US;California;Sierra Foothills;Sierra Foothills;Rosé;Stevenot
6.8;0.83;0.09;1.8;0.074;4;25;0.99534;3.38;0.45;9.6;5;US;California;Shenandoah Valley (CA);Sierra Foothills;Viognier;Stonehouse
8;0.6;0.22;2.1;0.08;25;105;0.99613;3.3;0.49;9.9;5;Chile;Curicó Valley;;;Cabernet Sauvignon-Carmenère;TerraMater
8;0.6;0.22;2.1;0.08;25;105;0.99613;3.3;0.49;9.9;5;US;California;Lodi;Central Valley;Verdelho;Fenestra
7.1;0.755;0.15;1.8;0.107;20;84;0.99593;3.19;0.5;9.5;5;Italy;Northeastern Italy;Collio;;Pinot Grigio;Renato Keber
8;0.81;0.25;3.4;0.076;34;85;0.99668;3.19;0.42;9.2;5;Germany;Mosel;;;Riesling;S.A. Prüm
7.4;0.64;0.07;1.8;0.1;8;23;0.9961;3.3;0.58;9.6;5;US;Oregon;Southern Oregon;Southern Oregon;Malbec;Schmidt
7.4;0.64;0.07;1.8;0.1;8;23;0.9961;3.3;0.58;9.6;5;Italy;Northeastern Italy;Collio;;Ribolla Gialla;Tercic
6.6;0.64;0.31;6.1;0.083;7;49;0.99718;3.35;0.68;10.3;5;US;California;Russian River Valley;Sonoma;Pinot Noir;August Truth
6.7;0.48;0.02;2.2;0.08;36;111;0.99524;3.1;0.53;9.7;5;South Africa;Swartland;;;Chenin Blanc;Terre Brûlée
6;0.49;0;2.3;0.068;15;33;0.99292;3.58;0.59;12.5;6;South Africa;Swartland;;;Chenin Blanc;Delaire Graff
8;0.64;0.22;2.4;0.094;5;33;0.99612;3.37;0.58;11;5;Italy;Northeastern Italy;Alto Adige Valle Isarco;;Müller-Thurgau;Abbazia di Novacella
7.1;0.62;0.06;1.3;0.07;5;12;0.9942;3.17;0.48;9.8;5;US;California;Santa Cruz Mountains;Central Coast;Pinot Noir;Apriori
8;0.52;0.25;2;0.078;19;59;0.99612;3.3;0.48;10.2;5;US;California;Santa Ynez Valley;Central Coast;Nebbiolo;Bernat
6.4;0.57;0.14;3.9;0.07;27;73;0.99669;3.32;0.48;9.2;5;Argentina;Mendoza Province;Mendoza;;Malbec;Bodega Norton
8.6;0.685;0.1;1.6;0.092;3;12;0.99745;3.31;0.65;9.55;6;US;California;Carneros;Napa-Sonoma;Pinot Meunier;Bouchaine
8.7;0.675;0.1;1.6;0.09;4;11;0.99745;3.31;0.65;9.55;5;US;Michigan;Old Mission Peninsula;;Cabernet Franc;Brys
7.3;0.59;0.26;2;0.08;17;104;0.99584;3.28;0.52;9.9;5;Portugal;Port;;;Port;Bulas
7;0.6;0.12;2.2;0.083;13;28;0.9966;3.52;0.62;10.2;7;Germany;Mosel;;;Riesling;C. von Nell-Breuning
7.2;0.67;0;2.2;0.068;10;24;0.9956;3.42;0.72;11.1;6;Italy;Northeastern Italy;Alto Adige;;Sauvignon;Caldaro
7.9;0.69;0.21;2.1;0.08;33;141;0.9962;3.25;0.51;9.9;5;Portugal;Dão;;;Portuguese Red;Casa da Passarella
7.9;0.69;0.21;2.1;0.08;33;141;0.9962;3.25;0.51;9.9;5;US;Michigan;Old Mission Peninsula;;Cabernet Franc;Chateau Grand Traverse
7.6;0.3;0.42;2;0.052;6;24;0.9963;3.44;0.82;11.9;6;Italy;Northeastern Italy;Alto Adige;;Pinot Grigio;Colterenzio
7.2;0.33;0.33;1.7;0.061;3;13;0.996;3.23;1.1;10;8;Italy;Northeastern Italy;Alto Adige Terlano;;Sauvignon;Manincor
8;0.5;0.39;2.6;0.082;12;46;0.9985;3.43;0.62;10.7;6;Italy;Northeastern Italy;Collio;;Pinot Grigio;Mario Schiopetto
7.7;0.28;0.3;2;0.062;18;34;0.9952;3.28;0.9;11.3;7;US;California;Dry Creek Valley;Sonoma;White Blend;Martin Ray
8.2;0.24;0.34;5.1;0.062;8;22;0.9974;3.22;0.94;10.9;6;US;California;Dunnigan Hills;Central Valley;Chardonnay;Matchbook
6;0.51;0;2.1;0.064;40;54;0.995;3.54;0.93;10.7;6;Italy;Northeastern Italy;Alto Adige;;Kerner;Nals Margreid
8.1;0.29;0.36;2.2;0.048;35;53;0.995;3.27;1.01;12.4;7;Italy;Northeastern Italy;Alto Adige;;Sauvignon;Nals Margreid
6;0.51;0;2.1;0.064;40;54;0.995;3.54;0.93;10.7;6;US;California;Mount Veeder;Napa;Cabernet Sauvignon;Paratus
6.6;0.96;0;1.8;0.082;5;16;0.9936;3.5;0.44;11.9;6;Germany;Mosel;;;Riesling;Peter Mertes
6.4;0.47;0.4;2.4;0.071;8;19;0.9963;3.56;0.73;10.6;6;Portugal;Douro;;;Sousão;Quinta do Vallado
8.2;0.24;0.34;5.1;0.062;8;22;0.9974;3.22;0.94;10.9;6;Portugal;Port;;;Port;Quinta dos Murças
9.9;0.57;0.25;2;0.104;12;89;0.9963;3.04;0.9;10.1;5;US;California;California;California Other;Pinot Noir;Replica
10;0.32;0.59;2.2;0.077;3;15;0.9994;3.2;0.78;9.6;5;France;Provence;Bandol;;Rhône-style Red Blend;Domaine de l'Hermitage
6.2;0.58;0;1.6;0.065;8;18;0.9966;3.56;0.84;9.4;5;France;Alsace;Alsace;;Gewürztraminer;Domaine Weinbach
10;0.32;0.59;2.2;0.077;3;15;0.9994;3.2;0.78;9.6;5;France;Alsace;Alsace;;Pinot Gris;Domaines Schlumberger
7.3;0.34;0.33;2.5;0.064;21;37;0.9952;3.35;0.77;12.1;7;US;California;Dry Creek Valley;Sonoma;Zinfandel;Dry Creek Vineyard
7.8;0.53;0.01;1.6;0.077;3;19;0.995;3.16;0.46;9.8;5;US;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Dunham
7.7;0.64;0.21;2.2;0.077;32;133;0.9956;3.27;0.45;9.9;5;US;Washington;Red Mountain;Columbia Valley;Bordeaux-style Red Blend;Tamarack Cellars
7.8;0.53;0.01;1.6;0.077;3;19;0.995;3.16;0.46;9.8;5;US;Washington;Columbia Valley (WA);Columbia Valley;Viognier;Tamarack Cellars
7.5;0.4;0.18;1.6;0.079;24;58;0.9965;3.34;0.58;9.4;5;France;Alsace;Alsace;;Gewürztraminer;Trimbach
7;0.54;0;2.1;0.079;39;55;0.9956;3.39;0.84;11.4;6;Austria;Burgenland;;;Blaufränkisch;Krutzler
6.4;0.53;0.09;3.9;0.123;14;31;0.9968;3.5;0.67;11;4;US;California;Napa Valley;Napa;Cabernet Sauvignon;Marita's Vineyard
8.3;0.26;0.37;1.4;0.076;8;23;0.9974;3.26;0.7;9.6;6;US;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Pamplin
8.3;0.26;0.37;1.4;0.076;8;23;0.9974;3.26;0.7;9.6;6;Austria;Leithaberg;;;Blaufränkisch;Prieler
7.7;0.23;0.37;1.8;0.046;23;60;0.9971;3.41;0.71;12.1;6;France;Alsace;Alsace;;Pinot Gris;Rieflé
7.6;0.41;0.33;2.5;0.078;6;23;0.9957;3.3;0.58;11.2;5;France;Alsace;Alsace;;Pinot Gris;Rieflé
7.8;0.64;0;1.9;0.072;27;55;0.9962;3.31;0.63;11;5;US;California;Coombsville;Napa;Cabernet Sauvignon;Rocca
7.9;0.18;0.4;2.2;0.049;38;67;0.996;3.33;0.93;11.3;5;US;Washington;Horse Heaven Hills;Columbia Valley;Red Blend;Buty
7.4;0.41;0.24;1.8;0.066;18;47;0.9956;3.37;0.62;10.4;5;US;California;Napa Valley;Napa;Bordeaux-style Red Blend;Caldwell
7.6;0.43;0.31;2.1;0.069;13;74;0.9958;3.26;0.54;9.9;6;US;Washington;Columbia Valley (WA);Columbia Valley;Viognier;Charles Smith
5.9;0.44;0;1.6;0.042;3;11;0.9944;3.48;0.85;11.7;6;France;Provence;Coteaux d'Aix-en-Provence;;Red Blend;Château Paradis
6.1;0.4;0.16;1.8;0.069;11;25;0.9955;3.42;0.74;10.1;7;France;Provence;Bandol;;Rhône-style Red Blend;Château Salettes
10.2;0.54;0.37;15.4;0.214;55;95;1.00369;3.18;0.77;9;6;South Africa;Simonsberg-Stellenbosch;;;Bordeaux-style Red Blend;Kanonkop
10.2;0.54;0.37;15.4;0.214;55;95;1.00369;3.18;0.77;9;6;US;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon-Sangiovese;Walla Walla Vintners
10;0.38;0.38;1.6;0.169;27;90;0.99914;3.15;0.65;8.5;5;US;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Walla Walla Vintners
6.8;0.915;0.29;4.8;0.07;15;39;0.99577;3.53;0.54;11.1;5;France;Provence;Bandol;;Rhône-style Red Blend;Domaine de Val d'Arenc
7;0.59;0;1.7;0.052;3;8;0.996;3.41;0.47;10.3;5;Austria;Wachau;;;Grüner Veltliner;Domäne Wachau
7.3;0.67;0.02;2.2;0.072;31;92;0.99566;3.32;0.68;11.0666666666667;6;US;Washington;Red Mountain;Columbia Valley;Merlot;Efeste
7.2;0.37;0.32;2;0.062;15;28;0.9947;3.23;0.73;11.3;7;US;California;Alexander Valley;Sonoma;Cabernet Sauvignon;Ferrari-Carano
7.4;0.785;0.19;5.2;0.094;19;98;0.99713;3.16;0.52;9.56666666666667;6;Austria;Wagram-Donauland;;;Pinot Noir;Fritsch
6.9;0.63;0.02;1.9;0.078;18;30;0.99712;3.4;0.75;9.8;5;Austria;Burgenland;;;Austrian Red Blend;Judith Beck
6.9;0.58;0.2;1.75;0.058;8;22;0.99322;3.38;0.49;11.7;5;US;California;Paso Robles;Central Coast;Rhône-style Red Blend;Epoch Estate Wines
7.3;0.67;0.02;2.2;0.072;31;92;0.99566;3.32;0.68;11.1;6;US;California;Napa Valley;Napa;Cabernet Sauvignon;Z. Alexander Brown
7.4;0.785;0.19;5.2;0.094;19;98;0.99713;3.16;0.52;9.6;6;France;Southwest France;Madiran;;Red Blend;Alain Brumont
6.9;0.63;0.02;1.9;0.078;18;30;0.99712;3.4;0.75;9.8;5;France;Burgundy;Chassagne-Montrachet;;Chardonnay;Alex Gambal
6.8;0.67;0;1.9;0.08;22;39;0.99701;3.4;0.74;9.7;5;Portugal;Douro;;;Portuguese Red;Alves de Sousa
6.9;0.58;0.01;1.9;0.08;40;54;0.99683;3.4;0.73;9.7;5;US;California;Sonoma County;Sonoma;White Blend;Carlisle
7.2;0.38;0.31;2;0.056;15;29;0.99472;3.23;0.76;11.3;8;France;Rhône Valley;Châteauneuf-du-Pape;;Rhône-style Red Blend;Château La Nerthe
7.2;0.37;0.32;2;0.062;15;28;0.9947;3.23;0.73;11.3;7;France;Burgundy;Nuits-St.-Georges;;Pinot Noir;David Duband
7.8;0.32;0.44;2.7;0.104;8;17;0.99732;3.33;0.78;11;7;France;Burgundy;Chambolle-Musigny;;Pinot Noir;David Duband
6.6;0.58;0.02;2;0.062;37;53;0.99374;3.35;0.76;11.6;7;Italy;Tuscany;Brunello di Montalcino;;Sangiovese;Le Ragnaie
7.6;0.49;0.33;1.9;0.074;27;85;0.99706;3.41;0.58;9;5;France;Burgundy;Beaune;;Pinot Noir;Louis Jadot
11.7;0.45;0.63;2.2;0.073;7;23;0.99974;3.21;0.69;10.9;6;Italy;Veneto;Amarone della Valpolicella Classico;;Red Blend;Masi
6.5;0.9;0;1.6;0.052;9;17;0.99467;3.5;0.63;10.9;6;US;California;Paso Robles;Central Coast;Rhône-style Red Blend;Epoch Estate Wines
6;0.54;0.06;1.8;0.05;38;89;0.99236;3.3;0.5;10.55;6;US;California;Rutherford;Napa;Cabernet Sauvignon;Freemark Abbey
7.6;0.49;0.33;1.9;0.074;27;85;0.99706;3.41;0.58;9;5;Germany;Mosel;;;Riesling;Fritz Haag
8.4;0.29;0.4;1.7;0.067;8;20;0.99603;3.39;0.6;10.5;5;France;Southwest France;Cahors;;Malbec;Georges Vigouroux
7.9;0.2;0.35;1.7;0.054;7;15;0.99458;3.32;0.8;11.9;7;US;California;Happy Canyon of Santa Barbara;Central Coast;Cabernet Sauvignon;Grimm's Bluff
6.4;0.42;0.09;2.3;0.054;34;64;0.99724;3.41;0.68;10.4;6;Italy;Northeastern Italy;Vigneti delle Dolomiti;;Teroldego;Foradori
6.2;0.785;0;2.1;0.06;6;13;0.99664;3.59;0.61;10;4;US;California;St. Helena;Napa;Sauvignon Blanc;Joseph Phelps
6.8;0.64;0.03;2.3;0.075;14;31;0.99545;3.36;0.58;10.4;6;Italy;Tuscany;Brunello di Montalcino;;Sangiovese;Le Ragnaie
6.9;0.63;0.01;2.4;0.076;14;39;0.99522;3.34;0.53;10.8;6;France;Burgundy;Nuits-St.-Georges;;Pinot Noir;Louis Jadot
6.8;0.59;0.1;1.7;0.063;34;53;0.9958;3.41;0.67;9.7;5;US;California;Arroyo Seco;Central Coast;Syrah;Mesa Del Sol
6.8;0.59;0.1;1.7;0.063;34;53;0.9958;3.41;0.67;9.7;5;Portugal;Alentejo;;;Portuguese Red;Mouchão
7.3;0.48;0.32;2.1;0.062;31;54;0.99728;3.3;0.65;10;7;US;California;Napa Valley;Napa;Cabernet Sauvignon;Pine Ridge
6.7;1.04;0.08;2.3;0.067;19;32;0.99648;3.52;0.57;11;4;US;California;Santa Maria Valley;Central Coast;Pinot Noir;Sandler
